FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish3,1625,0.19473541261232866,0.13333333333333333,24.80529380948449,8.12331645259954,8.933333333333334,160.845657944634,58.843022844042736,3313,4186,465.73532909244506,263.70970372559225,795.7050328180374
