FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish01,3777,0.19473541261232866,0.13333333333333333,17.873925759674542,5.386331711747462,7.333333333333333,65.73758058399696,39.172771448304005,1413,3000,452.64774299218453,264.13609693907625,745.0438399312608
