FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish8,415,0.19473541261232866,0.13333333333333333,13.676986280997738,4.673034817392989,6.266666666666667,53.09063329541144,31.960584132742873,1167,1353,418.18453506490454,260.1053157337508,701.6298507986554
