FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish5,3904,0.19473541261232866,0.13333333333333333,21.21951140776201,7.876325532080099,2.933333333333333,131.74061433447096,49.690139556833714,3028,403,435.7269355974363,251.92755208316382,748.2144876806001
