FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish4,5266,0.19473541261232866,0.13333333333333333,22.730024226057708,8.93268922555276,10.133333333333333,165.26355707243076,55.483790524725414,3443,4934,445.19975242691976,260.8153547729385,774.8751071998582
