FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish01,289,0.19473541261232866,0.13333333333333333,21.810363241154224,13.826211324048751,14.266666666666666,251.74440652256348,64.10338190075872,3554,10881,454.88612399583985,266.6838053170839,792.6499293129237
