FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish01,2820,0.19473541261232866,0.13333333333333333,20.37641665736305,4.896423325126993,12.266666666666666,77.47440273037542,43.90723972103705,1651,5240,465.12876072634475,267.02359700341754,765.1723577297623
