FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,VisScore_Top_Raw,VisScore_Front_Raw,VisScore_Top_Enhanced,VisScore_Front_Enhanced
fish01,67.49,3015,150.75,20.0,20.0,16.8540266703847,7.023975530728465,40.666666666666664,84.52787258248007,40.420141065811954,2264,14414,27.974629503019358,10.554238272942438,83.8088677759618,87.1,64.4,65.7,49.8
fish01,67.49,3020,151.0,20.0,20.0,21.097425889416424,7.49134676099388,32.8,100.62571103526733,47.10660715441959,2459,10462,27.93143024020725,10.549130855549713,87.66056109575696,87.1,64.4,65.7,49.8
fish01,67.49,3025,151.25,20.0,20.0,21.85916743708396,5.9220056391871525,12.0,93.0982176715965,47.479784533398934,2487,9188,28.003257583260233,10.535429685423107,88.27868726868334,87.0,64.4,65.7,49.8
fish01,67.49,3030,151.5,20.0,20.0,48.92660384786616,14.45573478871909,12.133333333333333,428.1190747061053,107.86485956750005,2801,9044,28.20695177197868,10.559482420084207,94.7864341920629,87.0,64.4,65.8,49.7
fish01,67.49,3035,151.75,20.0,20.0,20.87587335188304,7.636012149951667,11.866666666666667,104.39893818733407,46.910583814097244,2790,9270,28.3538794846523,10.576373691813147,94.73025317646545,86.7,64.4,65.8,49.8
fish01,67.49,3040,152.0,20.0,20.0,19.688913231471425,8.386965190549164,12.0,105.87789154342053,45.4773433155481,2830,9360,28.532786277413074,10.514658198451999,95.64744447586507,86.6,64.2,65.7,49.8
fish01,67.49,3045,152.25,20.0,20.0,20.372057574564245,6.706050714794573,12.533333333333333,97.64884338263177,44.75577810172372,2614,9280,28.36315064011562,10.529423812007904,91.17257445212353,86.6,64.2,65.5,49.9
fish01,67.49,3050,152.5,20.0,20.0,20.345062164048148,7.1548735574657,11.6,103.33712552142585,46.14930149112256,2333,8552,28.119198552939327,10.289274028937022,85.06847258187636,86.4,64.3,65.4,50.1
fish01,67.49,3055,152.75,20.0,20.0,20.186636098579623,7.600970859102606,12.0,105.40386803185436,45.92784329638322,2815,8777,28.13250196621742,10.293121681965724,94.72562364818315,86.7,64.3,65.4,50.2
fish01,67.49,3445,172.25,20.0,20.0,14.37574992792962,8.977958166704122,10.8,100.62571103526733,38.41878414009306,2698,7835,27.83432179512683,10.377369771152074,92.1716915662789,87.1,65.2,65.7,50.1
fish01,67.49,3450,172.5,20.0,20.0,14.41042053331232,7.984151917105475,11.066666666666666,96.62495259764883,38.35606055168731,2600,7878,27.961509043375646,10.273391924370658,90.23490096774631,87.0,65.2,65.7,50.1
fish01,67.49,3455,172.75,20.0,20.0,15.384097596373964,7.399945679268489,10.933333333333334,93.79977246871444,38.93583527820251,2522,8005,27.92824540623795,10.27696939797931,88.64521480421726,87.2,65.2,65.8,50.1
fish01,67.49,3460,173.0,20.0,20.0,15.578833008986292,7.984151917105475,11.066666666666666,100.75843761850587,39.81332916630859,2701,7951,27.930589100402074,10.277604163953995,92.22819326435607,87.2,65.4,65.8,50.1
fish01,67.49,3465,173.25,20.0,20.0,16.163039246823278,7.399945679268489,11.466666666666667,100.30337504740234,40.52384406252375,2688,7564,27.92873136543934,10.284251301405165,91.9729826668445,87.2,65.4,65.8,50.1
fish01,67.49,3470,173.5,20.0,20.0,16.90776937729713,7.898343060211267,11.333333333333334,108.41865756541523,41.41734179885456,2901,7327,27.879976853189348,10.311923821502262,96.2119006746916,87.2,65.4,65.7,50.1
fish01,67.49,3475,173.75,20.0,20.0,17.270076906403688,8.188190866352466,11.333333333333334,113.21577550246491,42.38736238221891,3031,7038,27.84334512922499,10.310758462259509,98.7741035914845,87.1,65.4,65.7,50.1
fish01,67.49,3480,174.0,20.0,20.0,17.52618713510958,7.984151917105475,11.2,112.51422070534697,42.76841042021983,3012,6459,27.874881568268194,10.327272131983442,98.44215370025164,87.1,65.4,65.7,50.1
fish01,67.49,3485,174.25,20.0,20.0,18.136424555536138,8.359758065888952,11.333333333333334,116.11679939324989,43.57483379693141,3104,6118,27.87107521151319,10.324479164589777,100.27555437610297,87.1,65.4,65.7,50.1
fish01,67.49,3490,174.5,20.0,20.0,18.419806537430443,8.45421897413927,11.466666666666667,118.69548729616987,44.17357769290232,3168,5956,27.869586802824045,10.32226562394036,101.55185242676441,87.1,65.4,65.7,50.1
fish01,67.49,3495,174.75,20.0,20.0,18.499864198171224,8.178887329717803,11.6,114.22070534698518,44.51404031519083,3064,5845,27.71494697145062,10.342464179727767,99.33741115117839,87.2,65.4,65.7,50.1
fish01,67.49,3680,184.0,20.0,20.0,15.773568421598622,8.529411666705313,10.0,98.10390595373529,38.8795734283321,2629,5237,27.685743948854043,10.393095619191064,90.6588395680451,87.0,65.2,65.8,49.9
fish01,67.49,3685,184.25,20.0,20.0,15.511234539912437,8.204859826632342,10.266666666666666,93.81873340917709,38.28209570830005,2517,5300,27.573157467010876,10.401926915105186,88.31508438211607,87.0,65.2,65.7,50.0
