FishID,View,FrameIndex,Method,MaskArea_px,MaskLength_px,MaskWidth_px,MaskPerimeter_px
fish6,top,457,ClassicCV,326.0,37.565940856933594,13.416407585144043,90.42640626430511
fish6,top,458,ClassicCV,323.5,37.565940856933594,12.969194412231445,89.84061992168427
fish6,top,459,ClassicCV,324.5,37.565940856933594,12.969194412231445,89.84061992168427
fish6,top,460,ClassicCV,325.5,37.11872863769531,13.416407585144043,89.01219284534454
fish6,top,461,ClassicCV,322.5,37.11872863769531,13.416407585144043,89.01219260692596
fish6,top,462,ClassicCV,322.5,37.11872863769531,12.969194412231445,87.8406194448471
fish6,top,463,ClassicCV,323.5,37.11872863769531,13.416407585144043,89.01219272613525
fish6,top,464,ClassicCV,328.5,37.11872863769531,13.416407585144043,89.01219236850739
fish6,top,465,ClassicCV,338.0,37.816261291503906,14.70632266998291,91.5979791879654
fish6,top,466,ClassicCV,339.5,37.816261291503906,14.70632266998291,92.18376564979553
fish6,top,467,ClassicCV,322.5,35.467811584472656,14.298541069030762,87.35533821582794
fish6,top,468,ClassicCV,327.0,36.02489471435547,14.66993236541748,87.59797930717468
fish6,top,469,ClassicCV,329.0,35.93163299560547,13.927896499633789,86.42640662193298
fish6,top,470,ClassicCV,329.5,36.28275680541992,13.927896499633789,87.01219248771667
fish6,top,471,ClassicCV,338.5,37.219085693359375,13.927896499633789,90.18376529216766
fish6,top,472,ClassicCV,345.5,38.01315689086914,13.86362075805664,91.01219248771667
fish6,top,473,ClassicCV,346.0,38.460365295410156,13.86362075805664,91.5979790687561
fish6,top,474,ClassicCV,338.0,37.565940856933594,13.86362075805664,89.59797942638397
fish6,top,475,ClassicCV,329.5,36.671512603759766,13.416407585144043,86.18376553058624
fish6,top,476,ClassicCV,325.0,36.671512603759766,12.521980285644531,85.59797966480255
fish6,top,477,ClassicCV,317.5,36.671512603759766,12.521980285644531,86.18376564979553
fish6,top,478,ClassicCV,313.5,35.09642028808594,12.998673439025879,83.01219320297241
fish6,top,479,ClassicCV,320.5,35.32987594604492,13.416406631469727,83.01219296455383
fish6,top,480,ClassicCV,336.5,37.565940856933594,13.416406631469727,89.01219296455383
fish6,top,481,ClassicCV,334.0,36.671512603759766,13.416406631469727,86.42640602588654
fish6,top,482,ClassicCV,321.0,36.04996109008789,13.597793579101562,86.76955199241638
fish6,top,483,ClassicCV,319.0,36.61021423339844,13.312806129455566,85.59797942638397
fish6,top,484,ClassicCV,326.0,37.558189392089844,13.3768892288208,87.59797930717468
fish6,top,485,ClassicCV,324.5,37.565940856933594,12.521980285644531,87.01219272613525
fish6,top,486,ClassicCV,320.0,35.733734130859375,13.914020538330078,84.76955163478851
fish6,top,487,ClassicCV,320.0,35.733734130859375,13.597792625427246,84.7695517539978
fish6,top,488,ClassicCV,317.0,37.11872863769531,12.969193458557129,86.7695517539978
fish6,top,489,ClassicCV,316.5,36.88756561279297,13.035454750061035,86.18376505374908
