FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),Width_truth (cm),Area_truth (cm²),Perimeter_truth (cm),_AbsError_Length (cm),_PerFishScale,_PerFishScale_Width,_PerFishScale_Perimeter,_PerFishScale_Area,_CompositeRelError,_SelectionMode,_relL,_relW,_relA,_relP,_CompositeRelErrorRecalc
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,within,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
fish10,17.7,8506,425.3,20.0,20.0,20.44814786044034,4.850535999644887,0.5333575788127548,63.7290805785124,46.71036856631799,1351,85,424.28174327226816,246.21570948787272,697.5174527601408,20.44814786044034,4.850535999644887,63.7290805785124,46.71214876391671,0.0,1.0000454602739153,0.5534935197921154,0.9249995515852448,0.4545876017944917,9.527487205292385e-06,repeat,0.0,0.0,0.0,3.810994882116954e-05,9.527487205292385e-06
