FishID,FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish01,3398,169.9,20.0,20.0,6.151289828692235,4.788924168454186,9.066666666666666,20.819112627986346,17.40744825559709,571,3972,27.871004049720295,10.392265600585938,49.68326965030624
fish01,3401,170.05,20.0,20.0,5.84318557761863,5.728613682819137,9.066666666666666,23.89078498293515,18.480702930629704,653,4018,27.840596122383772,10.33713864643309,51.237734768816864
fish01,3403,170.15,20.0,20.0,6.315794690095081,6.290224078626035,9.066666666666666,29.237770193401587,20.5103474195719,794,3965,27.85428103281657,10.345615202320946,54.07989623513752
fish01,3410,170.5,20.0,20.0,8.038139766711087,6.283621568756275,9.333333333333334,37.125521425862715,23.238514034178944,1010,4103,27.767232815193836,10.355188779661392,58.32242159485523
fish01,3412,170.6,20.0,20.0,8.373622742330133,6.231533203594517,9.2,38.149412210845654,23.912570036921743,1039,4180,27.72789751850646,10.356790318425498,58.86468783693196
fish01,3413,170.65,20.0,20.0,8.676346482716667,6.47310201345471,9.2,40.15927189988623,24.40017403579774,1089,4185,27.81597052680121,10.358069613891175,59.954040140692385
fish01,3416,170.8,20.0,20.0,8.983751705686375,6.746163487965962,9.333333333333334,43.72392870686385,25.138128895803092,1186,4238,27.797337748040093,10.359960894097222,61.87729864213731
fish01,3461,173.05,20.0,20.0,14.97096381554722,5.155233466312816,9.866666666666667,55.59347743648084,33.62159081645524,1380,3398,27.94157427660154,10.275292966037327,65.81686724263886
fish01,3464,173.2,20.0,20.0,15.656532842732627,5.367400752980477,9.866666666666667,59.499431171786114,34.55204766735242,1599,3215,27.93605779320988,10.284768877824144,70.20082667103402
fish01,3466,173.3,20.0,20.0,15.578833008986292,5.063120727920545,10.0,59.17709518392111,35.117070793019636,1602,3109,27.906253017378447,10.288958333163789,70.23521135054224
fish01,3468,173.4,20.0,20.0,15.96830383421095,5.257856140532874,9.866666666666667,61.90747061054227,35.91299368211139,1672,3013,27.888462064766582,10.297096353107026,71.6255584178736
fish01,3469,173.45,20.0,20.0,16.163039246823278,5.4525915531452025,10.0,63.72772089495638,36.37333043136739,1722,3016,27.882264148099917,10.298945311440361,72.62120945954027
fish01,3471,173.55,20.0,20.0,16.357774659435606,6.036797790982188,10.0,66.30640879787636,36.679513190869,1783,2974,27.866205304105776,10.290634763240813,73.81684006734659
fish01,3475,173.75,20.0,20.0,16.808433100879032,5.6553071032773214,10.133333333333333,66.23056503602578,37.277704401495285,1774,2839,27.84334512922499,10.310758462259509,73.6341035914845
fish01,3476,173.8,20.0,20.0,16.992024178087878,5.3977902755122065,10.0,63.38642396662873,37.14734680296802,1703,2713,27.86038952177071,10.311676431009507,72.23206595278022
fish01,3478,173.9,20.0,20.0,17.10986649927144,5.369069951864067,10.0,65.7944634053849,37.785664715327805,1775,2599,27.88364904285949,10.311595047844781,73.69524409070428
fish01,3480,174.0,20.0,20.0,16.57892902580673,5.4528701243874576,9.733333333333333,64.37239287068637,36.6871347375572,1731,2408,27.874881568268194,10.327272131983442,72.82215370025163
fish01,3482,174.1,20.0,20.0,16.747245484660265,5.4525915531452025,9.866666666666667,65.73758058399696,37.51421735223698,1785,2331,27.857229871283643,10.326800128417542,73.88402999970118
fish01,3486,174.3,20.0,20.0,13.93413205186817,5.225299333736403,10.0,52.654531664770566,31.694934649702834,1423,2298,27.871370665072217,10.327688800006445,66.65905946507866
fish01,3487,174.35,20.0,20.0,14.369572332061379,4.789857567829901,10.0,49.9241562381494,32.15688005502577,1361,2291,27.89349738498264,10.328177081256444,65.44167446623908
fish01,3490,174.5,20.0,20.0,16.509116843927757,5.270516646350867,10.0,57.717102768297295,36.268528192533665,1553,2215,27.869586802824045,10.32226562394036,69.2518524267644
fish01,3491,174.55,20.0,20.0,16.46299138906354,5.482273133293282,10.0,61.7178612059158,36.69237238762554,1666,2167,27.868011224365233,10.32585937432183,71.51387059868706
fish01,3495,174.75,20.0,20.0,15.943123965337707,5.026246066869125,9.866666666666667,59.366704588547584,35.67293763016799,1595,1896,27.71494697145062,10.342464179727767,69.95741115117839
fish01,3497,174.85,20.0,20.0,15.506838314281335,5.700333501733761,9.066666666666666,59.745923397800524,35.03921461116359,1609,1803,27.42813595692199,10.52986646345986,70.13800242038185
fish01,3498,174.9,20.0,20.0,15.33775968450899,5.700333501733761,9.066666666666666,57.73606370875994,34.65681761513631,1558,1803,27.461764353641453,10.483447192626528,69.10521154626798
fish01,3501,175.05,20.0,20.0,14.258610349133184,5.292968745619952,9.066666666666666,50.113765642775874,31.96844629534157,1360,1765,27.42901274261474,10.467607341670988,65.09662008428573
fish01,3502,175.1,20.0,20.0,14.543748444138663,4.964034051335507,8.933333333333334,49.12779673871823,32.067991082334494,1331,1722,27.418995406068404,10.472490150441066,64.51148555650947
fish01,3505,175.25,20.0,20.0,15.727682166574423,5.431481424407139,8.533333333333333,57.79294653014789,35.154399200196146,1556,1553,27.387107493911564,10.479121029281618,68.98622852319319
fish01,3508,175.4,20.0,20.0,15.730234622010121,5.098765589794491,8.533333333333333,58.89268107698141,35.19808230490816,1586,1758,27.401252766908247,10.490074806965724,69.61132757387398
fish01,3509,175.45,20.0,20.0,15.521390875976723,5.264965650063537,8.533333333333333,59.632157755024636,34.987834977670666,1603,1742,27.410480109151205,10.49189446343316,69.96237457258437
fish01,3669,183.45,20.0,20.0,14.943657890953089,6.111597140954166,9.333333333333334,62.55214258627227,34.23409596929365,1687,3886,27.734797905815967,10.369550709999928,71.8443486158159
fish01,3670,183.5,20.0,20.0,14.981421751409787,6.397968006563703,9.333333333333334,63.95525218050814,34.527052073355925,1730,3855,27.744003539116,10.367425050004323,72.71142858912032
fish01,3673,183.65,20.0,20.0,14.182969714009596,5.7833462462123775,9.2,58.38073568448994,32.82367876619389,1574,3818,27.667796969472633,10.381891184393565,69.5296881538662
fish01,3674,183.7,20.0,20.0,15.092469905708919,5.852038200269163,8.8,60.86461888509669,34.42910986029115,1646,3809,27.672211073058328,10.382822173976898,70.97503324703523
fish01,3678,183.9,20.0,20.0,15.55995553589782,5.921044754115535,8.666666666666666,63.2916192643155,34.9889748679797,1699,3824,27.69435522453403,10.381262942462497,72.05561816699654
fish01,3680,184.0,20.0,20.0,15.209321256126701,5.934128316793432,8.8,63.19681456200227,34.554018071391695,1698,3754,27.685743948854043,10.393095619191064,72.0388395680451
fish01,3681,184.05,20.0,20.0,15.064052667572353,5.977798259014252,8.933333333333334,66.02199469093667,34.545360866467604,1772,3682,27.67443745507134,10.392551945622765,73.5069894006941
fish01,3684,184.2,20.0,20.0,14.748871964088831,5.632647747003999,9.333333333333334,62.41941600303374,33.92812970607581,1682,3867,27.588561125861276,10.41539045677185,71.64395158263312
fish01,3687,184.35,20.0,20.0,15.219299306595943,5.735241078386539,9.466666666666667,66.74251042851725,34.92996672351752,1789,3893,27.633001111518013,10.403583863057035,73.81658497457505
fish01,3689,184.45,20.0,20.0,15.3596665269999,4.995289744716488,9.2,58.43761850587788,34.37693836482785,1579,3842,27.585288556416824,10.402232944700451,69.56752150111727
fish01,3691,184.55,20.0,20.0,15.52132253316529,5.041958599217261,9.466666666666667,56.23814941221084,34.4547859806182,1519,3911,27.622836312451785,10.409007053364647,68.41184336581642
fish01,3692,184.6,20.0,20.0,15.588809573742243,5.138210906269437,9.6,56.48464163822525,34.643238729575415,1524,3924,27.590579368007337,10.407206937620376,68.47778630562772
fish01,3696,184.8,20.0,20.0,15.066279751797099,4.8769459952968655,9.066666666666666,52.59764884338262,33.608645216185074,1422,3650,27.674520616244088,10.401806552876366,66.51632716912046
fish01,3700,185.0,20.0,20.0,15.268996416214186,5.076747690235,9.066666666666666,53.01478953356086,33.66678698086957,1443,3657,27.64423823511571,10.344147086419,66.8483853215347
fish01,3702,185.1,20.0,20.0,15.51841796367938,4.987138378739791,8.533333333333333,55.65036025786878,34.34066811051504,1509,3467,27.629862996400433,10.367555290974508,68.17741828737493
fish01,3705,185.25,20.0,20.0,14.660578994570358,5.645833452470723,7.733333333333333,56.181266590822894,33.34063166151191,1510,3280,27.666551405089585,10.376568958494396,68.24312036358398
fish01,3708,185.4,20.0,20.0,14.550677810932669,4.888416816196269,7.733333333333333,51.896094046264686,32.65851239094777,1405,3152,27.663192056990265,10.363915962208647,66.12710801919891
fish01,3709,185.45,20.0,20.0,15.462908743662734,4.898188352517919,8.0,55.8210087220326,34.46440082061608,1509,3182,27.646551431990265,10.370725861008966,68.19727729299923
fish01,3713,185.65,20.0,20.0,15.96830383421095,4.673649902695888,7.733333333333333,57.62229806598406,35.3433204595543,1560,3060,27.722215587455842,10.371178336419003,69.29339392387485
fish01,3715,185.75,20.0,20.0,15.578833008986292,4.673649902695888,7.733333333333333,56.02957906712172,34.76360711156948,1515,3041,27.623209778886952,10.373463489744399,68.29667326863135
fish01,3718,185.9,20.0,20.0,13.436743470250677,5.257856140532874,7.6,52.59764884338262,31.39943509734169,1430,2989,27.638891140238442,10.37734369807773,66.61623483831617
fish01,3720,186.0,20.0,20.0,13.436743470250677,5.063120727920545,7.6,51.47895335608645,31.265925302708425,1406,2952,27.636360869683156,10.387574822224513,66.14393569190767
fish01,3722,186.1,20.0,20.0,15.600820079994973,5.068883438351988,7.733333333333333,58.53242320819112,35.00895648140112,1574,2848,27.691729502567245,10.391484334267513,69.56321383683476
fish01,3724,186.2,20.0,20.0,15.725196568236864,4.929614902927482,7.866666666666666,57.963594994311705,34.92695601838832,1564,2881,27.64343552246095,10.393209594684173,69.31664511714513
fish01,3726,186.3,20.0,20.0,15.355625386845592,5.557913025560223,7.466666666666667,60.80773606370875,34.765477717461216,1647,2727,27.56675142076281,10.382818969684177,70.88957039044698
fish01,3729,186.45,20.0,20.0,15.151651808983452,5.713510292920732,7.333333333333333,61.20591581342433,33.846585519543545,1650,2582,27.596525872802733,10.392897102186417,70.98942297498915
fish01,3730,186.5,20.0,20.0,14.471472949621512,5.542266607453583,7.333333333333333,58.07736063708759,32.62744979386621,1564,2570,27.588769832187225,10.382939402675628,69.25170923486286
fish01,3734,186.7,20.0,20.0,16.83706428172965,5.240107066689695,7.066666666666666,62.47629882442168,36.858562721115376,1681,2991,27.7182751342585,10.384648379474212,71.72292351373271
fish01,3736,186.8,20.0,20.0,16.531344600489746,4.925344962926202,7.2,60.63708759954493,36.275594825307294,1631,2957,27.72073598986967,10.393258410125307,70.73399439999497
fish01,3737,186.85,20.0,20.0,16.16456061723431,4.807450641777417,7.066666666666666,57.01554797117936,35.44959736168744,1538,3010,27.731677865468722,10.394326118458643,68.88600398392737
fish01,3740,187.0,20.0,20.0,15.579929465395807,5.172782711718218,7.2,57.698141827834654,34.48816174043836,1556,3005,27.715840451388893,10.381145787175498,69.21698623856439
fish01,3748,187.4,20.0,20.0,11.704392114612881,4.54405744651402,7.6,37.18240424725066,27.27505773977605,1024,3384,28.153696332389924,10.325895172108549,58.959591504498476
fish01,3751,187.55,20.0,20.0,11.97978838756255,4.957153713080139,7.333333333333333,39.51459992415623,27.793438451996238,1077,3388,28.097523889536912,10.330094390858546,59.967618280395456
fish01,3753,187.65,20.0,20.0,12.668282041363309,5.09485259241162,7.333333333333333,43.155100492984445,29.202534159551277,1165,3328,28.09305352888696,10.330937489149306,61.72399101803626
fish01,3754,187.7,20.0,20.0,13.081378679357751,4.957153713080139,7.466666666666667,43.38263177853621,29.865600108930266,1179,3328,28.0554020506117,10.333398426649307,61.96880047726101
fish01,3764,188.2,20.0,20.0,12.25518688908216,5.370250351074581,8.133333333333333,43.34470989761091,28.631217250593526,1174,3484,28.08962020533055,10.281901017252604,61.85152122258316
fish01,3765,188.25,20.0,20.0,12.692671510765194,4.809473811852833,8.133333333333333,40.102389078498284,28.537829746982425,1089,3484,28.097497744788658,10.281145808919272,60.15864355370793
fish01,3767,188.35,20.0,20.0,12.889070922264592,4.354416173351722,8.133333333333333,38.376943496397416,28.521532400739716,1044,3484,28.07454223178816,10.279742817084,59.23428504887215
fish01,3771,188.55,20.0,20.0,12.668282041363309,4.268660430707704,8.133333333333333,39.571482745544174,28.688004648326718,1081,3451,28.056661003489552,10.27801101725896,59.95467202074852
fish01,3777,188.85,20.0,20.0,12.668282041363309,4.957153713080139,7.6,43.55328024270003,28.94800219943265,1179,2972,28.01844946272109,10.318356085364023,61.91680554808511
fish10,5437,271.85,20.0,20.0,6.621004028819175,4.673649902695888,2.8,26.090254076602196,19.30303667169996,720,192,25.274360180494515,9.06541983794106,48.739780018435575
fish10,5438,271.9,20.0,20.0,6.621004028819175,4.673649902695888,3.0666666666666664,26.18505877891543,19.17322558352146,722,175,25.285362910442593,9.06322257041931,48.7885854808619
fish10,5439,271.95,20.0,20.0,6.426268616206846,4.478914490083559,3.3333333333333335,23.985589685248385,18.587623216261104,668,188,25.28572302771675,9.061031809393564,47.70675483711031
fish10,5446,272.3,20.0,20.0,6.426268616206846,4.673649902695888,2.2666666666666666,23.966628744785737,18.609313446396893,662,222,25.346457000431005,9.035813737614948,47.622270738045955
fish10,5447,272.35,20.0,20.0,6.231533203594517,4.673649902695888,4.266666666666667,23.985589685248385,18.49908289869378,662,765,25.25853662469181,9.027288363891179,47.52582498858299
fish10,5448,272.4,20.0,20.0,6.426268616206846,4.673649902695888,4.266666666666667,25.55934774364808,19.16751484984097,705,754,25.067959375000004,9.009091752105286,48.177051127105294
fish10,5449,272.45,20.0,20.0,6.231533203594517,4.868385315308217,4.533333333333333,25.91960561243837,19.26799043621135,713,877,25.065993052824034,9.019566994465722,48.34556004728975
fish10,5450,272.5,20.0,20.0,6.231533203594517,4.673649902695888,4.4,23.359878649981034,18.449046489302468,649,881,25.060051188075686,9.020380811807843,47.060431999883534
fish10,5451,272.55,20.0,20.0,6.231533203594517,4.868385315308217,5.2,24.156238149412207,18.403265998493247,664,954,25.067746283467613,9.014081993103023,47.361828276570634
fish10,5452,272.6,20.0,20.0,6.621004028819175,4.868385315308217,5.2,25.104285172544554,18.951488724682786,690,986,25.058918158467616,9.012115836418998,47.871033994886616
fish10,5453,272.65,20.0,20.0,6.621004028819175,4.868385315308217,4.8,25.578308684110727,19.06284107877846,701,920,25.060736798020354,9.012343671629164,48.09308046964952
fish10,5454,272.7,20.0,20.0,6.621004028819175,4.868385315308217,4.933333333333334,26.16609783845278,19.284173753958893,715,902,25.056405338240257,9.010576084126368,48.36698142236662
fish10,5455,272.75,20.0,20.0,6.426268616206846,4.673649902695888,4.133333333333333,23.966628744785737,18.459153332542712,660,851,25.060320268795813,9.008388605742985,47.2687088745388
fish10,5456,272.8,20.0,20.0,6.036797790982188,4.673649902695888,4.266666666666667,22.20326128175957,17.796833745164534,614,833,25.05686983685905,9.006861924235025,46.34373176109408
fish10,5457,272.85,20.0,20.0,6.036797790982188,4.868385315308217,4.266666666666667,22.544558210087217,17.79525162300842,622,844,25.06137940892349,9.010322215175632,46.51170162409912
fish10,5458,272.9,20.0,20.0,6.00909443808244,5.399475817242009,4.266666666666667,24.971558589306024,18.75798188089161,685,801,25.07027681560752,9.007939383602144,47.778216199209666
fish10,5459,272.95,20.0,20.0,6.426268616206846,5.257856140532874,4.4,25.312855517633672,18.944682184592345,695,830,25.057907186701268,9.016826124307846,47.97473331100911
