FishID,View,FrameIndex,Method,MaskArea_px,MaskLength_px,MaskWidth_px,MaskPerimeter_px,Bbox_w_px,Bbox_h_px
fish01,front,170,FastSAM,4043.5,87.8853530883789,60.26679229736328,247.86500310897827,94.75189,90.19672
fish01,front,171,FastSAM,3938.0,84.04704284667969,60.21627426147461,243.76449954509735,91.585815,89.56799
fish01,front,172,FastSAM,3862.0,79.25454711914062,60.05846405029297,242.59292769432068,96.37561,87.94345
fish01,front,173,FastSAM,3784.5,78.53074645996094,61.27593231201172,245.6639928817749,99.693054,84.94614
fish01,front,174,FastSAM,3693.0,77.97223663330078,60.41062545776367,237.27921998500824,98.47803,84.53549
fish01,front,175,FastSAM,3628.5,76.0,60.40000534057617,232.2081515789032,98.318115,85.171875
fish01,front,176,FastSAM,3527.5,74.26139831542969,60.0493049621582,227.3797241449356,101.10022,84.954834
fish01,front,177,FastSAM,3506.5,73.49317169189453,60.81752395629883,226.55129611492157,101.61365,84.084625
fish01,front,178,FastSAM,3568.0,74.28240203857422,60.69912338256836,227.96550953388214,100.929504,82.79077
fish01,front,179,FastSAM,3491.0,67.0,67.0,225.82337498664856,99.64496,82.25641
fish01,front,180,FastSAM,3514.5,67.0,67.0,226.40916109085083,98.73279,82.39868
fish01,front,181,FastSAM,3479.0,73.00321960449219,61.264495849609375,223.480229139328,96.87402,80.30603
fish01,front,182,FastSAM,3457.0,74.01423645019531,60.32532501220703,225.82337498664856,95.43201,79.211365
fish01,front,183,FastSAM,3500.0,71.91738891601562,60.87234115600586,222.30865442752838,96.90564,81.48474
fish01,front,184,FastSAM,3457.0,70.0296401977539,62.9038200378418,221.48022866249084,96.27698,81.621796
fish01,front,185,FastSAM,3512.0,70.58866119384766,64.36024475097656,224.308656334877,96.9317,81.978424
fish01,front,186,FastSAM,3476.5,67.0,66.0,223.23758900165558,98.413574,83.19867
fish01,front,187,FastSAM,3537.5,67.0,66.0,224.40916121006012,98.63794,83.394745
fish01,front,188,FastSAM,3703.5,71.0,66.0,230.06601548194885,97.539795,82.244934
fish01,front,189,FastSAM,3560.0,67.0,66.0,227.4802290201187,98.229614,83.77136
fish01,front,190,FastSAM,3664.5,73.62120819091797,64.40254974365234,229.7228696346283,97.16565,81.63318
fish01,front,191,FastSAM,3652.5,71.0,66.0,230.06601464748383,97.28204,82.30319
fish01,front,192,FastSAM,3682.0,71.0,66.0,228.30865621566772,95.04755,83.44092
fish01,front,193,FastSAM,3657.0,71.0,66.0,228.30865585803986,93.718506,80.6864
fish01,front,3417,FastSAM,3746.0,87.86206817626953,56.931034088134766,240.7939374446869,108.46118,84.89804
fish01,front,3418,FastSAM,3925.0,91.21676635742188,57.27565002441406,250.10764598846436,110.7749,85.99945
fish01,front,3419,FastSAM,4075.0,91.69700622558594,57.96192169189453,254.10764634609222,109.07257,85.4577
fish01,front,3420,FastSAM,3931.0,91.00948333740234,57.500118255615234,250.4507907629013,107.490845,85.57135
fish01,front,3421,FastSAM,4006.5,92.83743286132812,58.12560272216797,254.69343316555023,107.5741,86.32794
fish01,front,3422,FastSAM,4030.5,93.43207550048828,58.592994689941406,254.69343268871307,110.23816,86.86957
fish01,front,3423,FastSAM,3950.5,93.16665649414062,56.555870056152344,254.69343090057373,111.37146,88.20239
fish01,front,3424,FastSAM,4196.5,96.24047088623047,57.41146469116211,261.5218594074249,108.31592,88.11694
fish01,front,3425,FastSAM,4171.5,95.6473159790039,57.473880767822266,259.17871284484863,111.80536,88.608185
fish01,front,3426,FastSAM,4056.0,93.42296600341797,58.097869873046875,255.27921962738037,112.072266,88.338165
fish01,front,3427,FastSAM,4254.0,97.74248504638672,58.49980926513672,264.450790643692,114.58765,87.38995
fish01,front,3428,FastSAM,4654.5,102.8095703125,59.067195892333984,281.5218594074249,112.79425,87.184265
fish01,front,3429,FastSAM,4445.5,99.74580383300781,56.92189025878906,269.5218596458435,114.57947,88.79086
fish01,front,3430,FastSAM,4651.0,101.9519271850586,57.14015197753906,276.93607330322266,112.79724,87.62152
fish01,front,3431,FastSAM,4611.0,103.6318359375,56.97274398803711,275.4213545322418,111.47186,87.313965
fish01,front,3432,FastSAM,4327.5,100.20545959472656,55.91511154174805,265.1787118911743,109.976074,87.428314
fish01,front,3433,FastSAM,4171.0,97.04884338378906,57.68425369262695,259.76449978351593,107.17529,88.36749
fish01,front,3434,FastSAM,4041.5,93.171630859375,57.7035026550293,253.52185893058777,106.079956,86.57294
fish01,front,3435,FastSAM,3975.5,92.96009063720703,56.16338348388672,251.17871391773224,107.720276,87.53439
