FishID,Frames_Averaged,Weight (g),Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm)
fish3,5,81.9,14.236084707056145,2.56592643526094,8.586666666666664,27.720894956389834,30.206271738578984
fish4,5,61.25,11.497311761685786,2.9501227554419143,8.186666666666666,27.27341676147136,25.33334493666539
