FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,Volume (cm³),Surface Area (cm²),Aspect Ratio,Elongation,Compactness,Condition Factor (K),Rectangularity,Equivalent Diameter (cm)
fish7,18.32,5313,265.65,20.0,20.0,10.437818116020816,3.7277921842931487,3.355012965863834,38.910016793975835,28.33122060062793,1095,1207,440.50024711083313,260.0425389946831,722.4427861055162,68.35247480102517,95.15020818890498,2.8,0.6428571428571428,0.6091730907237826,1.6110027988841755,1.0,7.038591625346602
fish7,18.32,5316,265.8,20.0,20.0,10.437818116020816,3.7277921842931487,3.355012965863834,38.910016793975835,28.33122060062793,1083,1217,440.4834762774998,260.04257154676645,722.1860478242662,68.35247480102517,95.15020818890498,2.8,0.6428571428571428,0.6091730907237826,1.6110027988841755,1.0,7.038591625346602
fish7,18.32,5695,284.75,20.0,20.0,10.176872663120296,3.6345973796858204,3.2711376417172384,36.98883471477328,27.622940085612232,1013,1463,437.9620351376946,265.40931312958395,723.6313482672786,63.35313207378146,90.45216665957783,2.8,0.6428571428571428,0.6091730907237827,1.738130769712693,1.0,6.862626834712938
fish7,18.32,5706,285.3,20.0,20.0,10.437818116020816,3.7277921842931487,3.355012965863834,38.910016793975835,28.33122060062793,1047,1335,451.9970049092611,265.33872390641113,738.2757288156722,68.35247480102517,95.15020818890498,2.8,0.6428571428571428,0.6091730907237826,1.6110027988841755,1.0,7.038591625346602
fish7,18.32,5709,285.45,20.0,20.0,10.437818116020816,3.7277921842931487,3.355012965863834,38.910016793975835,28.33122060062793,1049,1208,452.26857608981663,265.40272781266106,738.6513039024777,68.35247480102517,95.15020818890498,2.8,0.6428571428571428,0.6091730907237826,1.6110027988841755,1.0,7.038591625346602
fish7,18.32,5710,285.5,20.0,20.0,10.437818116020816,3.7277921842931487,3.355012965863834,38.910016793975835,28.33122060062793,1045,1152,452.25280352037214,265.4038541147445,738.5566576351166,68.35247480102517,95.15020818890498,2.8,0.6428571428571428,0.6091730907237826,1.6110027988841755,1.0,7.038591625346602
fish7,18.32,5712,285.6,20.0,20.0,10.698763568921336,3.8209869889004775,3.43888829001043,40.879836394170866,29.039501115643628,1043,1149,452.2279510898167,265.40617833349444,738.4941294233112,73.60813930877273,99.96718747846828,2.8,0.6428571428571428,0.6091730907237826,1.495976250033912,1.0,7.214556415980268
fish7,18.32,5717,285.85,20.0,20.0,10.698763568921336,3.8209869889004775,3.43888829001043,40.879836394170866,29.039501115643628,1028,1064,452.21355004815,265.4034179168277,738.1769679649776,73.60813930877273,99.96718747846828,2.8,0.6428571428571428,0.6091730907237826,1.495976250033912,1.0,7.214556415980268
fish7,18.32,5718,285.9,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1033,1054,452.2125431037055,265.4042903126611,738.2768334163666,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5722,286.1,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1038,1004,452.2017792148165,265.40780593766107,738.3695851524776,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5725,286.25,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1050,1020,452.1695569925943,262.7647590626611,735.9343160552553,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5727,286.35,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1057,997,451.99180525648336,262.7673046355778,735.8991098920611,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5728,286.4,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1048,994,451.9984111592611,262.76695307307773,735.7253642323388,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5733,286.65,20.0,20.0,11.220654474722378,4.007376598115135,3.6066389383036217,44.965388157538335,30.456062145675027,1091,981,452.00059865926113,262.7644009897444,736.5849996490056,84.91406584382983,109.95795933830331,2.8000000000000003,0.6428571428571428,0.6091730907237826,1.29679373047137,1.0,7.566485997247598
fish7,18.32,5738,286.9,20.0,20.0,11.220654474722378,4.007376598115135,3.6066389383036217,44.965388157538335,30.456062145675027,1072,954,451.9882462287056,262.76628901057774,736.1945352392834,84.91406584382983,109.95795933830331,2.8000000000000003,0.6428571428571428,0.6091730907237826,1.29679373047137,1.0,7.566485997247598
fish7,18.32,5741,287.05,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1065,929,452.0054684509278,262.76833979182777,736.0738082427556,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5742,287.1,20.0,20.0,11.220654474722378,4.007376598115135,3.6066389383036217,44.965388157538335,30.456062145675027,1072,953,452.0168573398167,262.91259760432774,736.3694549441445,84.91406584382983,109.95795933830331,2.8000000000000003,0.6428571428571428,0.6091730907237826,1.29679373047137,1.0,7.566485997247598
fish7,18.32,5745,287.25,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1078,946,447.8046698398167,266.7405468230777,736.1052166628945,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5766,288.3,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1021,883,450.4129774061415,264.7525682637427,735.5855456698841,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5773,288.65,20.0,20.0,11.220654474722378,4.007376598115135,3.6066389383036217,44.965388157538335,30.456062145675027,1057,937,450.70092011447474,264.757600815826,736.5985209303007,84.91406584382983,109.95795933830331,2.8000000000000003,0.6428571428571428,0.6091730907237826,1.29679373047137,1.0,7.566485997247598
fish7,18.32,5775,288.75,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1046,934,450.69853296169697,264.75842763874266,736.3769606004396,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5777,288.85,20.0,20.0,10.698763568921336,3.8209869889004775,3.43888829001043,40.879836394170866,29.039501115643628,1033,840,450.9059201144748,264.7600357116593,736.3259558261341,73.60813930877273,99.96718747846828,2.8,0.6428571428571428,0.6091730907237826,1.495976250033912,1.0,7.214556415980268
fish7,18.32,5780,289.0,20.0,20.0,10.959709021821856,3.9141817935078063,3.5227636141570255,42.89829351535836,29.747781630659325,1025,835,450.9107291422527,264.7327635762427,736.1434927184954,79.12653364153675,104.90310452826775,2.8,0.6428571428571428,0.6091730907237827,1.3916447890155932,1.0,7.390521206613933
fish7,18.32,5781,289.05,20.0,20.0,10.698763568921336,3.8209869889004775,3.43888829001043,40.879836394170866,29.039501115643628,1007,808,450.90045136447486,264.73281565957603,735.7732670240508,73.60813930877273,99.96718747846828,2.8,0.6428571428571428,0.6091730907237826,1.495976250033912,1.0,7.214556415980268
fish7,18.32,5785,289.25,20.0,20.0,10.698763568921336,3.8209869889004775,3.43888829001043,40.879836394170866,29.039501115643628,1010,814,450.8899826144747,263.47610993040934,734.5660925448841,73.60813930877273,99.96718747846828,2.8,0.6428571428571428,0.6091730907237826,1.495976250033912,1.0,7.214556415980268
fish7,18.32,5787,289.35,20.0,20.0,10.437818116020816,3.7277921842931487,3.355012965863834,38.910016793975835,28.33122060062793,981,805,450.4787586561414,263.524885972076,733.6236446282174,68.35247480102517,95.15020818890498,2.8,0.6428571428571428,0.6091730907237826,1.6110027988841755,1.0,7.038591625346602
