FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,VisScore_Top_Raw,VisScore_Front_Raw,VisScore_Top_Enhanced,VisScore_Front_Enhanced,Volume (cm³),Surface Area (cm²),Aspect Ratio,Elongation,Compactness,Condition Factor (K),Rectangularity,Equivalent Diameter (cm)
fish13,13.88,1355,67.75,20.0,20.0,9.313383199504775,3.3262082855374198,2.993587456983678,30.978252364577788,25.279182970084392,1438,1796,24.70768006245177,9.390820304192436,62.85850036664421,86.3,62.2,65.4,48.4,48.55651245483131,75.75394216417733,2.8,0.6428571428571428,0.6091730907237826,1.7181736285354703,1.0,6.280345208455185
fish13,13.88,1360,68.0,20.0,20.0,9.313383199504775,3.3262082855374198,2.993587456983678,30.978252364577788,25.279182970084392,1438,1796,24.70644299163818,9.392613923380113,62.8590569150183,86.3,62.2,65.4,48.4,48.55651245483131,75.75394216417733,2.8,0.6428571428571428,0.6091730907237826,1.7181736285354703,1.0,6.280345208455185
fish13,13.88,1365,68.25,20.0,20.0,9.313383199504775,3.3262082855374198,2.993587456983678,30.978252364577788,25.279182970084392,1438,1796,24.70808361663818,9.41021157963011,62.8782951962683,86.3,62.4,65.4,48.4,48.55651245483131,75.75394216417733,2.8,0.6428571428571428,0.6091730907237826,1.7181736285354703,1.0,6.280345208455185
fish13,13.88,1370,68.5,20.0,20.0,9.313383199504775,3.3262082855374198,2.993587456983678,30.978252364577788,25.279182970084392,1438,1766,24.609715561082627,9.402119131713444,62.77183469279608,86.2,62.4,65.4,48.4,48.55651245483131,75.75394216417733,2.8,0.6428571428571428,0.6091730907237826,1.7181736285354703,1.0,6.280345208455185
fish13,13.88,1325,66.25,20.0,20.0,9.796376705035838,3.498705966084228,3.148835369475805,34.27464162391744,26.590165342240134,1437,1303,24.85190865516192,9.398258442083996,62.99016709724592,85.9,62.4,65.4,48.3,56.50950457713366,83.81490307197109,2.8,0.6428571428571428,0.6091730907237826,1.4763626016163003,1.0,6.606044890643531
fish13,13.88,1295,64.75,20.0,20.0,9.667562391190668,3.4527008539966673,3.1074307685970006,33.37920092413008,26.24052649037467,1443,1383,25.153622789001464,9.467167940097385,63.48079072909885,86.6,62.6,65.4,48.5,54.309526913307856,81.62520036747942,2.8,0.6428571428571428,0.6091730907237827,1.5361672976219976,1.0,6.519180821871941
fish13,13.88,1290,64.5,20.0,20.0,9.667562391190668,3.4527008539966673,3.1074307685970006,33.37920092413008,26.24052649037467,1443,1394,25.15126167789035,9.46675127343072,63.47801295132107,86.6,62.5,65.4,48.5,54.309526913307856,81.62520036747942,2.8,0.6428571428571428,0.6091730907237827,1.5361672976219976,1.0,6.519180821871941
fish13,13.88,1375,68.75,20.0,20.0,9.22706771437799,3.295381326563568,2.965843193907211,30.406706644898808,25.044898081883115,1435,1766,24.6108527138604,9.400348298380113,62.71120101224051,86.2,62.4,65.4,48.4,47.218935522806795,74.35628935654987,2.8,0.6428571428571428,0.6091730907237827,1.766844556528582,1.0,6.222139609928935
fish13,13.88,1335,66.75,20.0,20.0,9.796376705035838,3.498705966084228,3.148835369475805,34.27464162391744,26.590165342240134,1450,1927,24.861531095358767,9.391712217161391,63.25324331252016,85.9,62.4,65.4,48.3,56.50950457713366,83.81490307197109,2.8,0.6428571428571428,0.6091730907237826,1.4763626016163003,1.0,6.606044890643531
fish13,13.88,1260,63.0,20.0,20.0,9.124078068974802,3.258599310348144,2.9327393793133294,29.731714503123914,24.76535475864589,1443,951,25.26226843516032,9.42423499848048,63.5465034336408,86.5,62.5,65.4,48.5,45.65538893727947,72.70566959054402,2.8,0.6428571428571428,0.6091730907237826,1.8273531588605643,1.0,6.152690032672971
fish13,13.88,1305,65.25,20.0,20.0,9.96938876074882,3.560495985981722,3.20444638738355,35.49596866533747,27.059769493461086,1439,1347,25.07511638031006,9.414029925494724,63.26914630580478,86.2,62.5,65.4,48.3,59.55670532260531,86.80152533104571,2.8,0.6428571428571428,0.6091730907237827,1.4008249573516822,1.0,6.7227130671617905
fish13,13.88,1330,66.5,20.0,20.0,9.796376705035838,3.498705966084228,3.148835369475805,34.27464162391744,26.590165342240134,1451,1944,24.86444776202543,9.394010394244726,63.27845815627016,85.9,62.4,65.4,48.3,56.50950457713366,83.81490307197109,2.8,0.6428571428571428,0.6091730907237826,1.4763626016163003,1.0,6.606044890643531
fish13,13.88,1300,65.0,20.0,20.0,9.96938876074882,3.560495985981722,3.20444638738355,35.49596866533747,27.059769493461086,1438,1347,25.196908673020356,9.422975231764052,63.37988390478441,86.6,62.6,65.5,48.3,59.55670532260531,86.80152533104571,2.8,0.6428571428571428,0.6091730907237827,1.4008249573516822,1.0,6.7227130671617905
