FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),Width_truth (cm),Area_truth (cm²),Perimeter_truth (cm),_AbsError_Length (cm),_SelectionMode
fish3,81.9,275,13.75,20.0,20.0,18.135227070622765,17.11375312524338,7.733333333333333,260.9594235874099,60.41131338083784,6247,1769,465.2650259328584,268.4841242573102,858.6891501901687,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,0.044002665705360045,within
fish3,81.9,1112,55.6,20.0,20.0,16.873124029040394,13.424600735514955,38.13333333333333,166.1736822146378,50.39097250059587,3747,2725,468.0014624244784,265.0446158684624,807.9860782929409,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.3061057072877311,within
fish3,81.9,2600,130.0,20.0,20.0,19.417409527346862,17.721947689893405,5.866666666666666,279.76867652635565,63.405788206615775,3595,1811,463.029487846544,268.3703841084798,803.2998719550238,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.2381797910187373,within
fish3,81.9,4637,231.85,20.0,20.0,19.25189066662221,8.602862360436454,9.2,130.69776260902538,47.67697569079736,2469,3100,469.9923480879983,269.1230371091101,788.4953851971085,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.0726609302940844,within
fish3,81.9,4673,233.65,20.0,20.0,19.11553041496684,7.741788993490694,8.266666666666666,114.7516116799393,45.10957428116578,2788,1184,474.15195746209423,268.2463150797526,798.1582725418468,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,0.936300678638716,within
fish3,81.9,5219,260.95,20.0,20.0,19.53755173270648,7.842831611624683,9.866666666666667,127.81569965870304,46.944693121641066,3074,4231,464.07818122375846,267.8624999141693,793.4206811379278,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.3583219963783542,within
fish3,81.9,5508,275.4,20.0,20.0,18.23626003162036,7.215574602581328,8.933333333333334,111.41448615851344,44.97548784406105,2730,3938,465.1007551612381,266.4236652068669,786.124420368105,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,0.05703029529223613,within
fish3,81.9,5548,277.4,20.0,20.0,19.53091950857088,7.088879658747232,8.8,107.679180887372,44.71967150801574,2592,4188,468.6975823856874,269.0728807042334,789.6104630899208,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.3516897722427537,within
fish3,81.9,5606,280.3,20.0,20.0,19.473541261232867,6.815739441431503,8.666666666666666,103.43193022373907,44.50142895398282,2522,2221,465.80512586261153,269.6514973649343,785.8966232275459,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.2943115249047423,within
fish3,81.9,5641,282.05,20.0,20.0,19.53741950422349,6.546534878626349,7.6,105.30906332954112,45.55949081774827,2278,1544,463.9539452708868,268.6923502295177,778.2062955004044,18.179229736328125,8.681918334960937,106.9158,43.98779381752014,1.3581897678953645,within
fish4,61.25,796,39.8,20.0,20.0,17.981317573562,17.053207337166768,40.8,223.1513083048919,57.22545755806118,2451,2034,455.3864713360633,265.001149067084,769.4076204031473,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.0782258834692513,within
fish4,61.25,2650,132.5,20.0,20.0,18.50626613674656,7.837649443662099,12.933333333333334,99.58285930982176,42.96880319690549,1913,9591,459.266822861735,265.5967089609676,763.1235318227026,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.446722679715311,within
fish4,61.25,2998,149.9,20.0,20.0,17.84065618192622,8.14509849517392,14.8,99.07091391733027,42.57365576297752,1828,6991,466.98758606703007,264.2462043412527,767.7937904082828,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.21888727510502903,within
fish4,61.25,3070,153.5,20.0,20.0,19.51296763486334,6.963272999899544,13.466666666666669,94.8805460750853,44.55045298905125,2069,5047,463.3574739571275,265.5416178338686,770.2790917909962,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,1.4534241778320904,within
fish4,61.25,3319,165.95,20.0,20.0,17.22845316281431,12.3903035987121,11.733333333333333,156.73113386423964,48.172667912835145,3238,4689,465.2301388861762,266.712311192788,796.7024500789641,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.8310902942169385,within
fish4,61.25,3515,175.75,20.0,20.0,18.01885114845843,6.642337385979364,12.0,82.68866135760332,40.695855026049145,1860,2573,459.03302469736747,268.9044302820735,765.137454979441,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.0406923085728188,within
fish4,61.25,3869,193.45,20.0,20.0,18.44422572109817,6.96043454465513,11.066666666666666,84.81228668941978,42.27323109426758,1810,4221,459.7905550971139,267.9462042193942,763.9367593165082,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.38468226406692096,within
fish4,61.25,4155,207.75,20.0,20.0,18.2942102785758,5.691649136113551,9.733333333333333,88.05460750853241,41.81668697640353,2051,4647,459.0060590229552,266.32394855320194,766.3500075761572,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,0.23466682154455043,within
fish4,61.25,4241,212.05,20.0,20.0,19.084070436008208,17.915657960334237,14.266666666666666,256.8828213879408,61.34856152004994,2811,10691,457.7681075617284,267.7229230834538,781.7110306451823,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,1.024526978976958,within
fish4,61.25,6628,331.4,20.0,20.0,16.747245484660265,10.710447693678075,9.866666666666667,159.76488433826316,48.25769632917991,4021,3343,464.0335502922905,265.9445864672237,810.3981367595142,18.05954345703125,2.184082641601562,22.9692,36.968567304611206,1.3122979723709847,within
fish5,27.36,351,17.55,20.0,20.0,18.006154242664785,11.36115297275282,6.666666666666667,177.11414486158512,51.64110403589943,1894,2253,451.3110720169445,257.05987952523765,746.2509515421822,19.220302734375,1.8373065185546875,30.0704,39.689622507095336,1.2141484917102154,within
fish5,27.36,355,17.75,20.0,20.0,18.383024733459777,11.20897061739403,6.666666666666667,177.37959802806216,51.87286674338967,1930,2173,450.8329209752777,257.0667643042247,746.4996852795024,19.220302734375,1.8373065185546875,30.0704,39.689622507095336,0.837278000915223,within
