FishID,FrameIndex,cm_ground_per_px,cm_vertical_per_px,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish7,6947,0.19473541261232866,0.13333333333333333,26.570651028761272,16.382578642845967,5.066666666666666,319.26431551004924,68.65941674997619,6236,1199,439.92119754744164,263.7312042193943,828.372401766836
